710,735,767,743,676,708,300,277,3
709,736,765,738,674,700,285,265,3
709,734,759,735,666,696,283,261,3
708,734,756,735,662,693,289,274,3
708,733,757,736,658,694,295,287,3
708,732,758,737,656,692,306,297,3
705,732,761,737,655,691,337,302,3
701,731,761,738,652,692,350,307,3
701,730,763,736,654,691,352,315,3
702,731,761,737,654,692,352,315,3
700,731,761,737,654,691,354,313,3
700,729,763,735,655,692,355,312,3
701,730,759,737,655,693,356,314,3
702,731,760,734,656,691,354,316,3
702,731,759,734,654,689,356,312,3
702,729,761,734,655,690,358,311,3
699,731,761,734,653,692,359,310,3
701,730,762,732,655,691,360,319,3
701,731,761,734,655,692,359,320,3
700,731,761,735,656,691,361,323,3
701,727,763,735,656,691,360,325,3
700,729,761,736,654,692,357,323,3
699,730,762,734,657,692,362,320,3
701,731,760,735,656,691,358,322,3
702,728,762,735,658,693,359,320,3
700,731,762,736,657,697,357,311,3
703,732,763,735,661,698,352,304,3
707,733,763,734,663,699,335,287,3
707,735,761,736,664,701,323,278,3
708,734,764,735,665,700,312,266,3
710,733,762,735,665,707,300,262,3
710,736,762,734,669,708,294,263,3
711,733,758,734,670,714,279,269,3
710,733,755,736,668,717,288,272,3
712,732,756,734,670,718,292,275,3
713,732,757,736,670,716,303,280,3
713,735,757,735,669,716,311,281,3
712,733,759,733,667,713,318,280,3
711,735,758,735,665,716,319,282,3
710,733,759,734,668,717,320,287,3
710,733,756,735,668,716,317,291,3
710,731,760,735,667,717,322,292,3
709,733,760,734,666,717,327,287,3
708,734,761,732,666,715,341,286,3
709,734,761,732,666,715,345,288,3
709,734,759,733,665,714,344,294,3
708,731,761,733,664,712,345,296,3
706,733,760,733,663,715,345,294,3
707,732,760,730,664,714,345,293,3
707,734,760,732,664,713,349,287,3
708,734,760,731,665,712,349,293,3
707,735,759,732,664,713,356,297,3
705,734,760,732,662,710,353,293,3
708,733,761,730,664,711,353,298,3
708,734,760,731,664,711,354,298,3
708,734,761,731,664,709,355,299,3
707,735,761,731,663,710,355,297,3
708,734,762,733,662,711,358,300,3
706,735,758,732,663,710,360,297,3
708,734,760,730,663,711,359,300,3
708,735,758,730,663,710,358,300,3
707,734,758,729,664,708,359,295,3
707,735,756,728,663,708,360,299,3
707,733,759,727,664,705,361,302,3
707,735,761,727,663,706,365,303,3
704,736,760,728,662,704,364,305,3
706,734,761,725,664,701,365,306,3
708,734,756,727,664,701,361,306,3
707,734,758,725,666,699,358,305,3
705,733,759,725,665,700,357,304,3
706,733,759,722,666,699,357,294,3
706,733,759,720,666,700,362,289,3
704,733,758,722,667,701,363,298,3
703,731,760,722,667,699,365,302,3
700,733,760,723,665,700,365,307,3
701,731,760,723,665,700,364,307,3
702,733,758,723,665,699,367,307,3
702,731,759,721,665,698,368,307,3
702,730,760,722,662,700,369,311,3
700,732,760,723,660,701,373,309,3
702,733,761,721,662,704,376,309,3
703,733,761,722,663,703,375,312,3
702,733,761,723,662,704,374,314,3
699,734,761,724,661,704,375,315,3
700,732,762,721,663,703,374,315,3
701,732,760,723,662,704,373,316,3
700,733,759,722,663,703,374,315,3
701,732,761,723,662,704,375,317,3
700,732,762,724,662,703,376,317,3
698,732,762,724,662,703,378,317,3
700,732,762,722,663,704,377,322,3
700,733,758,727,665,705,366,320,3
702,732,757,730,670,704,326,317,3
703,733,759,731,671,707,329,315,3
707,734,759,735,676,710,341,312,3
710,735,758,737,679,710,318,318,3
710,734,758,738,678,709,313,319,3
710,733,760,738,679,710,320,317,3
709,737,763,739,676,711,344,317,3
712,736,763,738,678,710,344,322,3
713,738,762,739,677,710,345,328,3
713,738,762,740,678,709,347,328,3
714,737,763,741,677,707,349,328,3
714,735,761,743,675,709,348,331,3
712,736,759,742,677,706,350,331,3
713,735,759,741,678,706,342,335,3
713,736,758,740,678,705,329,330,3
714,735,760,740,677,706,323,326,3
715,736,759,742,675,707,323,325,3
715,735,761,739,677,706,325,327,3
715,734,760,741,677,704,329,328,3
714,736,761,741,675,707,334,331,3
715,736,762,743,674,706,338,333,3
715,736,761,743,675,704,343,334,3
716,734,762,743,675,706,340,337,3
714,736,762,743,674,707,340,336,3
714,736,762,743,675,706,340,335,3
716,735,762,741,675,706,333,338,3
715,736,759,743,675,706,332,340,3
