395,744,815,751,000,518,445,322,6
400,743,814,755,001,517,445,321,6
403,743,812,757,000,517,443,319,6
404,743,811,758,000,518,439,320,6
408,743,813,756,000,518,437,321,6
411,744,809,758,000,518,435,318,6
413,740,812,758,000,516,437,318,6
415,742,810,760,000,518,438,319,6
416,743,812,758,000,518,445,320,6
418,744,812,758,000,519,438,323,6
419,743,812,758,000,517,437,322,6
418,744,807,760,000,517,433,324,6
422,741,809,760,000,515,433,324,6
422,745,806,760,000,515,426,323,6
428,744,809,759,000,517,433,324,6
433,744,810,762,000,518,434,330,6
433,742,810,762,000,517,433,330,6
438,740,813,762,000,519,436,328,6
438,738,817,759,000,518,439,330,6
428,738,819,753,000,518,438,327,6
442,735,819,752,000,517,452,309,6
454,735,818,752,000,519,452,303,6
459,736,815,751,002,519,440,307,6
459,736,809,753,003,516,415,315,6
464,733,803,757,007,511,408,316,6
469,729,801,757,005,510,412,312,6
471,731,808,758,004,512,434,317,6
470,728,806,756,004,512,436,310,6
475,731,805,761,003,512,448,316,6
472,727,805,760,001,510,448,313,6
477,727,800,764,002,509,445,320,6
501,747,803,760,004,520,465,273,6
499,746,805,764,007,522,459,279,6
503,745,802,765,006,519,450,285,6
509,744,801,765,007,519,443,290,6
514,744,798,768,006,518,434,293,6
517,744,797,769,006,516,442,296,6
522,741,799,770,007,514,447,295,6
523,741,797,772,005,517,437,294,6
518,742,800,768,006,518,428,295,6
515,739,800,772,006,517,435,301,6
514,737,803,771,006,516,438,302,6
509,737,807,772,004,517,443,304,6
500,735,809,772,004,517,441,305,6
495,735,812,772,001,520,443,310,6
496,734,812,770,003,521,438,314,6
500,735,810,772,003,522,440,317,6
503,734,809,772,004,522,435,319,6
503,735,807,772,004,521,430,319,6
511,735,807,772,005,522,429,321,6
506,736,808,772,004,523,429,323,6
509,736,808,771,004,523,429,322,6
509,736,809,772,004,524,427,323,6
509,736,807,771,004,524,428,324,6
512,736,808,772,003,523,426,325,6
512,737,805,773,008,522,427,326,6
507,738,807,773,005,523,426,328,6
505,739,809,771,004,523,434,330,6
504,739,804,773,004,525,429,329,6
510,738,805,774,005,523,412,330,6
504,736,807,774,005,521,412,333,6
504,738,806,775,003,524,428,329,6
502,740,809,773,003,523,445,323,6
492,741,813,772,005,524,456,320,6
487,743,815,771,002,524,462,320,6
493,743,814,770,003,525,460,328,6
497,744,811,773,003,524,460,329,6
500,742,811,774,004,521,457,331,6
501,744,810,775,005,522,455,332,6
502,744,811,775,002,522,462,332,6
503,742,813,776,004,520,463,336,6
497,744,815,777,002,520,472,332,6
477,746,823,772,002,523,471,322,6
497,748,822,775,000,528,473,314,6
508,750,817,775,000,538,484,309,6
489,748,813,777,000,568,487,294,6
490,750,813,779,000,574,483,289,6
508,754,810,780,000,576,486,300,6
524,753,812,782,002,584,461,327,6
540,756,808,781,003,593,454,322,6
545,757,798,778,003,622,407,293,6
557,756,791,775,007,646,384,268,6
567,760,781,775,006,668,358,255,6
584,760,777,773,053,682,330,236,6
590,756,776,772,049,682,323,251,6
572,752,781,768,039,682,336,267,6
574,748,782,774,035,684,345,280,6
559,748,782,774,022,680,339,285,6
561,746,781,770,034,682,333,292,6
574,745,777,769,064,682,331,285,6
580,747,773,769,087,685,336,290,6
580,748,773,773,063,685,332,304,6
574,746,775,774,047,684,335,304,6
579,747,776,775,052,685,338,307,6
576,745,774,775,050,685,337,311,6
578,746,771,775,051,685,343,314,6
581,746,772,775,066,686,342,307,6
583,747,771,775,069,684,349,304,6
582,748,773,776,053,684,350,311,6
581,746,773,776,042,684,342,314,6
583,745,776,775,048,685,350,320,6
585,747,773,775,058,683,351,313,6
584,747,775,772,065,685,354,303,6
586,748,774,775,067,683,355,304,6
586,748,776,775,061,685,359,307,6
585,749,777,776,057,686,361,311,6
586,750,776,775,057,686,359,311,6
587,751,780,775,050,686,366,313,6
585,751,778,776,043,686,365,312,6
585,749,781,775,044,685,367,315,6
586,747,780,773,046,687,366,318,6
584,749,779,769,048,687,363,316,6
587,749,780,773,050,687,366,317,6
580,750,778,773,037,688,364,318,6
574,749,780,771,030,687,365,311,6
577,749,780,773,039,688,368,307,6
578,748,781,768,040,688,368,304,6
581,744,780,770,046,685,363,306,6
582,748,777,769,048,688,363,302,6
584,747,777,768,052,688,366,295,6
586,748,778,769,063,687,368,290,6
585,748,779,767,058,688,369,292,6
587,745,778,768,063,686,371,293,6
588,747,778,766,073,688,371,291,6
589,746,777,767,077,688,370,287,6
590,747,777,767,080,686,371,295,6
588,746,777,766,082,688,370,296,6
590,745,775,767,083,688,369,298,6
589,745,775,765,085,688,368,296,6
589,744,776,768,086,687,369,298,6
589,746,774,769,084,688,368,302,6
588,746,775,769,085,688,369,304,6
589,746,773,769,087,687,362,304,6
589,746,775,768,086,687,364,303,6
589,742,775,769,088,687,366,302,6
587,745,774,767,088,688,370,303,6
587,745,773,769,083,686,368,305,6
587,744,774,768,091,689,367,307,6
589,742,774,770,092,686,365,309,6
590,742,774,767,091,686,367,309,6
591,741,774,770,094,686,370,311,6
591,745,773,770,093,687,369,308,6
590,745,774,768,093,687,372,309,6
591,744,774,771,093,687,371,311,6
591,744,774,771,094,688,370,311,6
592,741,773,770,096,687,371,312,6
592,745,774,771,096,686,370,311,6
592,744,774,769,096,687,373,310,6
594,744,775,772,093,686,374,312,6
559,691,770,744,003,353,377,331,6
559,694,768,744,003,354,376,330,6
559,693,769,744,003,355,376,331,6
557,693,770,742,003,356,377,328,6
560,694,770,743,004,358,379,327,6
560,694,770,740,007,358,379,328,6
561,695,769,742,005,359,378,329,6
559,695,767,742,005,360,379,323,6
559,694,770,742,005,361,380,323,6
558,693,770,742,006,359,380,324,6
558,693,769,742,005,363,380,326,6
559,694,768,742,007,359,381,329,6
559,693,770,742,005,362,382,329,6
559,692,770,742,007,362,381,328,6
560,693,770,742,008,361,380,330,6
558,694,769,743,005,361,380,331,6
560,695,770,741,006,363,381,330,6
560,695,770,740,006,362,381,330,6
562,694,770,743,005,363,382,332,6
561,695,769,743,009,362,382,332,6
563,693,769,742,008,364,382,333,6
562,695,769,743,008,364,382,333,6
561,695,769,743,007,363,382,332,6
562,694,770,741,007,365,382,332,6
564,694,770,740,008,366,382,331,6
563,695,768,743,008,365,381,332,6
564,695,768,743,009,365,381,332,6
564,695,767,741,009,365,383,331,6
