575,770,842,601,466,642,511,017,1
575,769,844,598,467,644,511,010,1
574,767,844,597,466,643,512,000,1
572,769,844,596,464,646,513,002,1
574,770,845,591,466,644,514,000,1
571,770,842,590,464,645,512,000,1
571,770,845,587,464,643,515,000,1
570,769,845,587,461,645,514,000,1
570,767,845,586,460,645,515,000,1
568,770,845,587,460,644,516,000,1
571,770,845,588,462,645,515,000,1
572,770,843,589,461,643,515,000,1
571,769,845,590,462,644,515,000,1
573,769,845,589,463,643,515,000,1
572,770,842,590,465,640,515,000,1
574,770,844,588,465,636,516,000,1
576,769,843,586,463,635,515,000,1
578,770,841,577,451,642,517,000,1
567,770,840,553,464,661,514,000,1
562,773,837,534,468,666,509,000,1
565,778,837,530,468,668,507,000,1
571,777,833,535,478,673,503,000,1
569,779,827,538,481,676,504,000,1
562,779,831,533,478,674,504,000,1
569,781,833,521,467,682,497,000,1
564,781,829,498,448,691,496,000,1
556,776,826,498,440,698,497,000,1
557,774,832,518,434,696,503,000,1
553,771,835,524,420,698,511,000,1
545,771,833,508,416,701,512,000,1
530,772,833,488,417,708,514,000,1
521,774,831,478,425,713,517,000,1
509,776,830,469,428,713,518,000,1
502,776,832,454,428,719,516,000,1
498,778,830,431,418,721,516,000,1
493,779,830,409,432,727,516,000,1
488,776,833,401,438,730,515,000,1
510,779,828,391,457,737,510,000,1
526,780,827,402,481,740,512,000,1
541,782,824,410,523,741,502,000,1
547,780,823,425,548,739,491,000,1
550,779,823,445,549,735,494,000,1
554,777,823,458,552,728,498,000,1
562,776,824,486,555,720,494,000,1
567,774,823,508,557,718,480,000,1
580,774,824,532,561,715,470,000,1
587,774,819,543,566,711,462,000,1
594,772,821,557,577,713,450,000,1
599,776,817,561,595,716,436,000,1
609,778,813,564,612,719,398,000,1
620,778,813,567,615,718,350,000,1
625,778,811,576,614,719,358,000,1
627,778,812,576,615,717,385,000,1
630,774,813,575,615,718,389,000,1
632,778,812,579,614,717,386,000,1
632,779,813,574,607,716,395,000,1
632,776,813,559,608,719,413,000,1
629,776,815,557,591,714,443,000,1
619,778,816,562,571,701,464,000,1
610,776,819,559,562,696,476,000,1
599,778,820,547,556,695,493,000,1
587,775,823,529,537,698,499,000,1
577,773,826,523,517,695,505,000,1
568,772,824,528,501,694,512,000,1
568,773,826,533,487,688,514,000,1
565,771,831,538,482,686,518,000,1
556,772,831,536,480,690,520,000,1
559,770,834,540,480,689,520,000,1
558,771,832,542,482,690,519,000,1
558,771,835,543,483,693,519,000,1
558,770,833,542,484,692,518,000,1
558,769,835,543,485,696,519,000,1
559,769,835,551,483,695,521,000,1
560,769,834,554,482,693,520,000,1
558,767,837,557,481,687,522,000,1
559,765,837,561,477,687,524,000,1
554,766,838,560,477,683,525,000,1
559,764,840,566,475,679,525,015,1
561,765,840,572,474,674,524,037,1
562,763,841,574,477,668,525,035,1
562,764,840,574,477,670,527,021,1
563,763,842,573,478,670,529,015,1
562,765,842,572,479,674,529,018,1
565,764,844,574,478,673,522,009,1
564,764,842,572,477,678,523,000,1
562,767,842,569,479,685,527,000,1
557,765,844,563,476,685,528,000,1
550,766,844,549,475,686,531,000,1
541,768,843,534,469,689,533,001,1
537,769,843,522,468,689,534,000,1
530,770,841,507,463,691,534,000,1
519,769,842,490,453,690,537,000,1
501,769,842,473,445,694,540,000,1
